"gid","funderid","fundername","awardid"
"2779","https://openalex.org/F4320315312","North Carolina Department of Transportation","TCE2020-03"
"2780","https://openalex.org/F4320337345","Office of Naval Research","N000142112472"
"2781","https://openalex.org/F4320335353","National Science Foundation of Sri Lanka","CNS2212565"
"2782","https://openalex.org/F4320335353","National Science Foundation of Sri Lanka","CNS2225577"
"2783","https://openalex.org/F4320335353","National Science Foundation of Sri Lanka","CNS2146171"
"2784","https://openalex.org/F4320321940","Harbin Institute of Technology","JB45001043"
"2785","https://openalex.org/F4320306076","National Science Foundation","1929147"
"2786","https://openalex.org/F4320335833","National Defense Basic Scientific Research Program of China","JCKY2021204B051"
"2787","https://openalex.org/F4320321001","National Natural Science Foundation of China","62071317"
"2788","https://openalex.org/F4320338295","Army Research Laboratory","W911NF-23-2-0007"
"2789","https://openalex.org/F4320337531","Defense Sciences Office, DARPA","FA8750-23-2-1015"
"2790","https://openalex.org/F4320337345","Office of Naval Research","N00014-21-S-SN03"
"2791","https://openalex.org/F4320332447","U.S. Army","W911NF-14- D-0005"
"2792","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","HR00ll1990063"
"2793","https://openalex.org/F4320321001","National Natural Science Foundation of China","82171178"
"2794","https://openalex.org/F4320306076","National Science Foundation","OCE‐039564"
"2795","https://openalex.org/F4320306101","National Aeronautics and Space Administration","NNA13AA92A"
"2796","https://openalex.org/F4320306076","National Science Foundation","1523639"
"2797","https://openalex.org/F4320306076","National Science Foundation","OIA‐1826734"
"2798","https://openalex.org/F4320337345","Office of Naval Research","N00014‐17‐1‐2641"
"2799","https://openalex.org/F4320306084","U.S. Department of Energy","DE‐AC52‐07NA27344"
"2800","https://openalex.org/F4320338279","Air Force Office of Scientific Research","FA9550‐14‐1‐0114"
"2801","https://openalex.org/F4320306076","National Science Foundation","OCE‐1459600"
"2802","https://openalex.org/F4320306219","Alzheimer's Association","NIRP‐12‐259245"
"2803","https://openalex.org/F4320334618","Fonds de Recherche du Québec - Santé","FRQS; Chercheur Boursier, 2020‐VICO‐279314"
"2804","https://openalex.org/F4320306219","Alzheimer's Association","NIRG‐12‐92090"
"2805","https://openalex.org/F4320334506","Canadian Institutes of Health Research","MOP‐11‐51‐31; RFN 152985, 159815, 162303"
"2806","https://openalex.org/F4320311238","Fondation Brain Canada","CFI Project 34874; 33397"
"2807","https://openalex.org/F4320334705","National Health and Medical Research Council","APP2017651"
"2808","https://openalex.org/F4320320022","Sight Research UK","NE/S01537X/1"
"2809","https://openalex.org/F4320334631","Natural Environment Research Council","NE/T011084/1"
"2810","https://openalex.org/F4320338273","Congressionally Directed Medical Research Programs","W81XWH‐21‐1‐0053"
"2811","https://openalex.org/F4320338464","Natural Science Foundation of Zhejiang Province","LR21H280001"
"2812","https://openalex.org/F4320335787","Fundamental Research Funds for the Central Universities","ZYTS23049"
"2813","https://openalex.org/F4320321001","National Natural Science Foundation of China","61807025"
"2814","https://openalex.org/F4320321001","National Natural Science Foundation of China","12061064"
"2815","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","N66001‐17‐2‐4023"
"2816","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","N66001‐18‐2‐4015"
"2817","https://openalex.org/F4320337351","National Cancer Institute","R01CA148706"
"2818","https://openalex.org/F4320306078","U.S. Department of Defense","HT9425-23-1-0216"
"2819","https://openalex.org/F4320320022","Sight Research UK","NE/P018637/2"
"2820","https://openalex.org/F4320321001","National Natural Science Foundation of China","42076165"
"2821","https://openalex.org/F4320306078","U.S. Department of Defense","CA150895"
"2822","https://openalex.org/F4320334528","Harvard Digestive Diseases Center, Harvard University","P30DK034854"
"2823","https://openalex.org/F4320321001","National Natural Science Foundation of China","82203302"
"2824","https://openalex.org/F4320321001","National Natural Science Foundation of China","81971406"
"2825","https://openalex.org/F4320321001","National Natural Science Foundation of China","82271715"
"2826","https://openalex.org/F4320309111","Columbia University","5P30CA013696"
"2827","https://openalex.org/F4320309111","Columbia University","5R01DK128195"
"2828","https://openalex.org/F4320332161","National Institutes of Health","R03CA253319 (J. Schwab)"
"2829","https://openalex.org/F4320306078","U.S. Department of Defense","W81XWH2110433 (X. Wang)"
"2830","https://openalex.org/F4320337111","Basic and Applied Basic Research Foundation of Guangdong Province","2023A1515111101 (K. Wang)"
"2831","https://openalex.org/F4320332161","National Institutes of Health","R01CA226981 (X. Wang)"
"2832","https://openalex.org/F4320332161","National Institutes of Health","R01DE028172 (X. Wang)"
"2833","https://openalex.org/F4320306078","U.S. Department of Defense","CA180889"
"2834","https://openalex.org/F4320306078","U.S. Department of Defense","BC132124"
"2835","https://openalex.org/F4320337351","National Cancer Institute","R01 CA236615-01"
"2836","https://openalex.org/F4320337351","National Cancer Institute","T32 CA009501-33"
"2837","https://openalex.org/F4320337351","National Cancer Institute","R01 CA235667"
"2838","https://openalex.org/F4320337351","National Cancer Institute","R01 CA240472"
"2839","https://openalex.org/F4320337351","National Cancer Institute","R01 CA217169"
"2840","https://openalex.org/F4320306078","U.S. Department of Defense","CA200437"
"2841","https://openalex.org/F4320306078","U.S. Department of Defense","CA170630"
"2842","https://openalex.org/F4320337351","National Cancer Institute","P30 CA008748"
"2843","https://openalex.org/F4320306078","U.S. Department of Defense","LC160212"
"2844","https://openalex.org/F4320337345","Office of Naval Research","N00014-24-1-2595"
"2845","https://openalex.org/F4320312819","Cholangiocarcinoma Foundation","n/a"
"2846","https://openalex.org/F4320332161","National Institutes of Health","U01CA261842"
"2847","https://openalex.org/F4320337351","National Cancer Institute","UL1TR002369"
"2848","https://openalex.org/F4320337351","National Cancer Institute","1R01CA222007-01A1"
"2849","https://openalex.org/F4320332161","National Institutes of Health","UH3TR00943-01"
"2850","https://openalex.org/F4320324181","Helse Nord RHF","HNF1585-21"
"2851","https://openalex.org/F4320306078","U.S. Department of Defense","CA160445P1"
"2852","https://openalex.org/F4320337354","National Institute of General Medical Sciences","1R01GM122775-01"
"2853","https://openalex.org/F4320321001","National Natural Science Foundation of China","82273079,82303045"
"2854","https://openalex.org/F4320337111","Basic and Applied Basic Research Foundation of Guangdong Province","2021A1515110051"
"2855","https://openalex.org/F4320324202","Guangdong Science and Technology Department","2021QN02Y875"
"2856","https://openalex.org/F4320306080","Foundation for the National Institutes of Health","R01CA171189"
"2857","https://openalex.org/F4320332161","National Institutes of Health","ZIAAI001270"
"2858","https://openalex.org/F4320332161","National Institutes of Health","ZIAAR041199"
"2859","https://openalex.org/F4320332161","National Institutes of Health","R35HL160770"
"2860","https://openalex.org/F4320332161","National Institutes of Health","R01HL134846"
"2861","https://openalex.org/F4320332161","National Institutes of Health","R56AR076384"
"2862","https://openalex.org/F4320332161","National Institutes of Health","R01AI183620"
"2863","https://openalex.org/F4320332161","National Institutes of Health","ZIAAI001265"
"2864","https://openalex.org/F4320332161","National Institutes of Health","AI144298"
"2865","https://openalex.org/F4320332161","National Institutes of Health","R01HL155950"
"2866","https://openalex.org/F4320332180","Defense Advanced Research Projects Agency","HR001120C0107"
"2867","https://openalex.org/F4320337345","Office of Naval Research","N00014-23-1-2148"
"2868","https://openalex.org/F4320332170","Directorate for Engineering","2044149"
"2869","https://openalex.org/F4320338258","Engineer Research and Development Center","W912HZ-17-2-0024"
"2870","https://openalex.org/F4320306078","U.S. Department of Defense","USAMRAA Autism Research Program [W81XWH2010399]"
"2871","https://openalex.org/F4320335777","National Key Research and Development Program of China","2017YFE0104900"
"2872","https://openalex.org/F4320332161","National Institutes of Health","R01ES020361"
"2873","https://openalex.org/F4320334978","Beijing Nova Program","2023046"
"2874","https://openalex.org/F4320321001","National Natural Science Foundation of China","82101069"
"2875","https://openalex.org/F4320321543","China Postdoctoral Science Foundation","2019M653969"
"2876","https://openalex.org/F4320325902","Beijing Municipal Science and Technology Commission","Z221100007422130"
"2877","https://openalex.org/F4320336350","Key Research and Development Projects of Shaanxi Province","2024GH-YBXM-19"
"2878","https://openalex.org/F4320337337","National Institute on Aging","T32 AG058524"
"2879","https://openalex.org/F4320337337","National Institute on Aging","P20-AG068082"
"2880","https://openalex.org/F4320337337","National Institute on Aging","RO1-AG059716"
"2881","https://openalex.org/F4320337337","National Institute on Aging","R21-AG059941"
"2882","https://openalex.org/F4320337337","National Institute on Aging","R01 AG034962"
"2883","https://openalex.org/F4320306219","Alzheimer's Association","IIRG-08-88733"
"2884","https://openalex.org/F4320337337","National Institute on Aging","K01-AG049164"
"2885","https://openalex.org/F4320337337","National Institute on Aging","K24-AG046373"
"2886","https://openalex.org/F4320306219","Alzheimer's Association","AARF-18-566347"
"2887","https://openalex.org/F4320335777","National Key Research and Development Program of China","2023YFE0118900"
"2888","https://openalex.org/F4320306260","Breast Cancer Research Foundation","BCRF-23-071"
"2889","https://openalex.org/F4320311413","Susan G. Komen","TREND21675016"
